member_id,interest_rate_clean,emp_length,verification_status,issue_date,loan_status,purpose,total_pymnt,recoveries
57965305,7.26,5 years,Not Verified,01/07/2015,Current,credit_card,2444.25,0
60997914,7.89,4 years,Source Verified,01/08/2015,Current,debt_consolidation,3388.31,0
1804429,7.62,1 year,Verified,01/09/2012,Fully Paid,debt_consolidation,10766.44242,0
9382196,21.7,10+ years,Source Verified,01/10/2013,Current,other,11113.99,0
42702688,13.66,< 1 year,Source Verified,01/02/2015,Current,debt_consolidation,9334.55,0
19445350,18.24,2 years,Verified,01/05/2014,Current,credit_card,16719.05,0
53965698,18.25,9 years,Verified,01/06/2015,Current,credit_card,1776.96,0
54786427,17.57,10+ years,Verified,01/06/2015,Current,debt_consolidation,6095.94,0
51873598,6.68,6 years,Not Verified,01/05/2015,Current,debt_consolidation,1472.89,0
30915606,14.49,6 years,Verified,01/10/2014,Fully Paid,debt_consolidation,22547.61,0
65601261,9.17,2 years,Source Verified,01/10/2015,Current,credit_card,459,0
51845559,22.99,10+ years,Verified,01/05/2015,Current,debt_consolidation,6846.11,0
38982350,15.99,8 years,Verified,01/12/2014,Current,debt_consolidation,9464.07,0
66504669,7.89,< 1 year,Source Verified,01/10/2015,Current,other,2335.49,0
12668060,12.49,10+ years,Not Verified,01/06/2014,Current,debt_consolidation,8077.32,0
43986988,6.68,8 years,Source Verified,01/02/2015,Current,credit_card,2192.54,0
1608911,6.03,< 1 year,Verified,01/07/2012,Fully Paid,home_improvement,10508.10007,0
43407074,9.99,6 years,Not Verified,01/02/2015,Current,debt_consolidation,5315.02,0
19615679,11.67,< 1 year,Source Verified,01/05/2014,Fully Paid,debt_consolidation,22318.9,0
40604343,10.49,3 years,Source Verified,01/01/2015,Current,debt_consolidation,3918.9,0
13629977,9.67,10+ years,Source Verified,01/03/2014,Current,credit_card,7418.18,0
29352759,12.99,10+ years,Source Verified,01/09/2014,Current,home_improvement,6551.52,0
28441207,22.15,10+ years,Source Verified,01/09/2014,Current,debt_consolidation,11115.04,0
11206969,14.47,10+ years,Verified,01/12/2013,Charged Off,major_purchase,7791.28,2151.7
45402569,16.99,10+ years,Verified,01/03/2015,Current,credit_card,8663.56,0
53987104,18.55,10+ years,Verified,01/06/2015,Current,home_improvement,5311.79,0
43455376,12.99,2 years,Not Verified,01/02/2015,Current,credit_card,1109.61,0
70029787,11.49,1 year,Verified,01/11/2015,Current,debt_consolidation,1112.29,0
41361007,17.86,,Verified,01/01/2015,Current,debt_consolidation,1577.71,0
2743357,21.49,1 year,Verified,01/12/2012,Current,credit_card,35381.01,0
65006452,10.99,2 years,Verified,01/10/2015,Current,credit_card,501.88,0
15549194,13.35,10+ years,Not Verified,01/06/2014,Fully Paid,debt_consolidation,22052.82,0
28220287,18.99,1 year,Source Verified,01/09/2014,Fully Paid,debt_consolidation,14183.8,0
20037164,13.35,< 1 year,Verified,01/06/2014,Current,small_business,2573.74,0
1591813,13.11,1 year,Not Verified,01/06/2012,Fully Paid,moving,3023.747473,0
58642481,7.26,< 1 year,Not Verified,01/08/2015,Current,debt_consolidation,1483.98,0
41362176,16.49,6 years,Verified,01/01/2015,Current,small_business,5881.33,0
25445979,9.17,< 1 year,Not Verified,01/07/2014,Current,debt_consolidation,8461.39,0
48862144,13.33,7 years,Verified,01/04/2015,Current,credit_card,4848.22,0
48053195,13.33,8 years,Verified,01/04/2015,Fully Paid,debt_consolidation,5965.229968,0
35503074,6.03,10+ years,Not Verified,01/10/2014,Current,credit_card,4172.5,0
35783391,13.35,4 years,Source Verified,01/10/2014,Current,debt_consolidation,6638.62,0
72269525,10.64,1 year,Source Verified,01/12/2015,Current,credit_card,408.03,0
1751708,11.14,3 years,Not Verified,01/09/2012,Charged Off,wedding,6302.35,0
647869,13.48,10+ years,Source Verified,01/04/2010,Charged Off,debt_consolidation,11601.95,0
1871907,14.09,1 year,Verified,01/10/2012,Current,other,31799.25,0
31486779,6.49,10+ years,Verified,01/10/2014,Current,credit_card,5745.9,0
71976118,11.22,7 years,Verified,01/12/2015,Issued,credit_card,0,0
7219425,20.49,6 years,Verified,01/06/2013,Fully Paid,debt_consolidation,11451.50312,0
6057342,13.11,2 years,Not Verified,01/06/2013,Fully Paid,credit_card,20145.37,0
13918030,9.67,6 years,Source Verified,01/02/2014,Fully Paid,credit_card,10589.50771,0
42063187,8.67,,Source Verified,01/01/2015,Current,debt_consolidation,568.92,0
13846769,13.65,10+ years,Verified,01/02/2014,Current,debt_consolidation,17956.18,0
70161910,12.59,4 years,Verified,01/11/2015,Current,credit_card,969.57,0
28661442,10.15,,Verified,01/09/2014,Current,debt_consolidation,6208.96,0
1813114,21.49,8 years,Verified,01/09/2012,Charged Off,debt_consolidation,12766.78,1875.25
53552332,20.99,4 years,Verified,01/05/2015,Current,debt_consolidation,3728.41,0
8330101,12.35,1 year,Not Verified,01/08/2013,Fully Paid,credit_card,16563.43663,0
68528127,5.32,4 years,Not Verified,01/11/2015,Current,credit_card,719.21,0
22402014,13.98,< 1 year,Source Verified,01/07/2014,Current,debt_consolidation,3075.12,0
70670624,16.99,3 years,Verified,01/12/2015,Current,debt_consolidation,248.47,0
50286897,13.99,2 years,Source Verified,01/05/2015,Current,debt_consolidation,2223.95,0
65626878,9.17,4 years,Source Verified,01/10/2015,Current,debt_consolidation,709.66,0
71866152,20.99,3 years,Verified,01/12/2015,Current,debt_consolidation,517.64,0
37026029,15.99,10+ years,Source Verified,01/11/2014,Current,home_improvement,6789.87,0
876032,13.43,1 year,Not Verified,01/03/2011,Fully Paid,car,5990.06,0
9310194,12.99,< 1 year,Verified,01/11/2013,Current,debt_consolidation,7006.5,0
65005543,11.53,3 years,Verified,01/10/2015,Current,other,1514.19,0
48053780,16.55,10+ years,Not Verified,01/04/2015,Current,debt_consolidation,381.58,0
60877856,9.17,10+ years,Not Verified,01/08/2015,Current,debt_consolidation,1583.76,0
70650969,9.17,9 years,Verified,01/12/2015,Current,major_purchase,123.44,0
2969747,14.33,7 years,Source Verified,01/12/2012,Charged Off,debt_consolidation,2029.44,0
54007197,18.55,,Verified,01/06/2015,Current,debt_consolidation,1473.05,0
5821682,12.12,10+ years,Not Verified,01/05/2013,Current,credit_card,5320.82,0
70760547,9.76,10+ years,Verified,01/12/2015,Current,debt_consolidation,1087.46,0
67817274,12.29,10+ years,Source Verified,01/10/2015,Current,credit_card,594.22,0
31467309,12.99,5 years,Not Verified,01/10/2014,Current,debt_consolidation,1212.9,0
8907077,19.2,7 years,Not Verified,01/09/2013,Current,debt_consolidation,11908.78,0
21268131,14.49,8 years,Source Verified,01/06/2014,Current,debt_consolidation,6704.15,0
21158394,14.49,2 years,Not Verified,01/06/2014,Fully Paid,major_purchase,4165.02,0
66165009,12.69,< 1 year,Not Verified,01/10/2015,Current,credit_card,533.82,0
16743239,7.9,9 years,Source Verified,01/04/2014,Current,debt_consolidation,12516.2,0
71208844,8.38,2 years,Not Verified,01/12/2015,Current,credit_card,0,0
68819998,8.18,3 years,Source Verified,01/11/2015,Current,credit_card,303.97,0
21358397,12.99,6 years,Not Verified,01/06/2014,Current,major_purchase,1536.34,0
6688115,17.27,,Source Verified,01/05/2013,Fully Paid,moving,28228.51,0
66474156,10.99,6 years,Source Verified,01/10/2015,Current,major_purchase,972.86,0
3863983,15.8,,Source Verified,01/01/2013,Fully Paid,debt_consolidation,13579.1065,0
15450433,15.61,10+ years,Not Verified,01/04/2014,Fully Paid,credit_card,21780.17421,0
10429599,20.2,10+ years,Source Verified,01/11/2013,Current,debt_consolidation,8299.19,0
8946877,15.1,3 years,Verified,01/09/2013,Current,small_business,11403.95,0
46418269,12.29,7 years,Not Verified,01/03/2015,Current,debt_consolidation,1494.1,0
23072182,24.08,10+ years,Not Verified,01/07/2014,Fully Paid,other,11719.65,0
70398109,5.32,9 years,Not Verified,01/11/2015,Current,credit_card,264.39,0
7661108,11.55,2 years,Not Verified,01/07/2013,Fully Paid,home_improvement,5835.915956,0
59902200,7.26,10+ years,Source Verified,01/08/2015,Current,credit_card,3709.87,0
65590280,11.53,6 years,Not Verified,01/10/2015,Current,debt_consolidation,2359.94,0
2106867,6.62,10+ years,Not Verified,01/11/2012,Fully Paid,credit_card,13263.29,0
989590,11.49,10+ years,Verified,01/06/2011,Fully Paid,debt_consolidation,6815.21,0
7833026,10.64,4 years,Not Verified,01/08/2013,Current,debt_consolidation,11344.91,0
42982883,14.65,10+ years,Source Verified,01/02/2015,Current,debt_consolidation,2508.44,0
49675941,11.53,< 1 year,Not Verified,01/04/2015,Current,debt_consolidation,1680.92,0
1684643,18.49,4 years,Verified,01/08/2012,Fully Paid,debt_consolidation,24877.22118,0
63356065,20.99,10+ years,Source Verified,01/09/2015,Current,debt_consolidation,2386.68,0
70376759,19.99,10+ years,Source Verified,01/12/2015,Current,debt_consolidation,589.7,0
42662832,20.99,1 year,Source Verified,01/01/2015,Current,debt_consolidation,4867.71,0
42565324,13.66,7 years,Source Verified,01/01/2015,Current,credit_card,5672.97,0
63592873,10.99,2 years,Not Verified,01/09/2015,Current,debt_consolidation,1640.13,0
15119319,13.65,10+ years,Verified,01/03/2014,Fully Paid,debt_consolidation,5553.5754,0
18243491,14.49,10+ years,Source Verified,01/05/2014,Current,debt_consolidation,16472.88,0
50439639,8.18,8 years,Source Verified,01/05/2015,Current,credit_card,2006.23,0
54464974,6.24,8 years,Not Verified,01/06/2015,Current,home_improvement,2556.27,0
44416874,13.99,4 years,Source Verified,01/03/2015,Current,debt_consolidation,3251.46,0
7201619,16.29,4 years,Verified,01/06/2013,Charged Off,credit_card,19057.46,0
8409256,15.88,7 years,Verified,01/08/2013,Current,debt_consolidation,14261.8,0
62079304,17.57,10+ years,Not Verified,01/09/2015,Current,home_improvement,2491.64,0
353939,9.7,10+ years,Not Verified,01/07/2008,Fully Paid,other,6036.16,0
70338707,8.18,8 years,Source Verified,01/11/2015,Current,debt_consolidation,302.84,0
9167545,6.03,10+ years,Not Verified,01/09/2013,Fully Paid,debt_consolidation,8642.984729,0
295383,14.5,10+ years,Not Verified,01/03/2008,Does not meet the,other,3337.89,241.41
49564566,6.39,< 1 year,Not Verified,01/04/2015,Current,credit_card,2444.37,0
22139678,18.24,,Verified,01/07/2014,Current,debt_consolidation,3264.66,0
66484710,9.17,10+ years,Source Verified,01/10/2015,Current,credit_card,627.39,0
60930101,6.24,< 1 year,Not Verified,01/08/2015,Current,debt_consolidation,1169.07,0
58218841,13.99,10+ years,Not Verified,01/07/2015,Current,home_improvement,2042.61,0
4583571,15.31,6 years,Not Verified,01/03/2013,Current,debt_consolidation,11837.13,0
1416728,7.62,6 years,Verified,01/03/2012,Fully Paid,small_business,22139.86,0
70770101,7.89,1 year,Verified,01/12/2015,Current,debt_consolidation,577.77,0
64813502,14.65,5 years,Not Verified,01/10/2015,Current,home_improvement,1926,0
71187131,10.78,5 years,Not Verified,01/12/2015,Issued,debt_consolidation,0,0
54259408,14.65,6 years,Verified,01/06/2015,Current,debt_consolidation,4812.95,0
69543966,5.32,10+ years,Not Verified,01/11/2015,Current,home_improvement,1381.67,0
70315746,10.64,10+ years,Verified,01/12/2015,Current,debt_consolidation,799.44,0
49821891,12.29,10+ years,Verified,01/05/2015,Current,other,1858.28,0
46921931,11.53,3 years,Not Verified,01/03/2015,Fully Paid,debt_consolidation,15510.83,0
45381332,10.99,10+ years,Source Verified,01/03/2015,Current,debt_consolidation,5471.22,0
65579220,7.89,< 1 year,Source Verified,01/11/2015,Current,credit_card,355.71,0
64911968,15.61,10+ years,Source Verified,01/09/2015,Current,debt_consolidation,497.28,0
10747885,11.99,< 1 year,Source Verified,01/11/2013,Fully Paid,credit_card,12949.15,0
4147897,17.77,3 years,Verified,01/02/2013,Current,small_business,16395.35,0
11246914,6.62,< 1 year,Verified,01/12/2013,Fully Paid,credit_card,21572.74679,0
44018080,11.53,5 years,Not Verified,01/02/2015,Current,credit_card,3622.6,0
12766763,16.24,5 years,Verified,01/01/2014,Current,debt_consolidation,20283.7,0
9937490,17.1,7 years,Not Verified,01/10/2013,Current,debt_consolidation,5569.32,0
16720967,20.49,7 years,Verified,01/04/2014,Fully Paid,debt_consolidation,32632.49,0
1434736,13.11,3 years,Not Verified,01/03/2012,Fully Paid,debt_consolidation,7529.935,0
69727994,10.99,9 years,Source Verified,01/11/2015,Current,debt_consolidation,462.59,0
52982900,24.99,9 years,Not Verified,01/06/2015,Current,debt_consolidation,3485.49,0
47012259,13.33,3 years,Verified,01/04/2015,Current,debt_consolidation,2631.55,0
55297716,17.86,10+ years,Source Verified,01/07/2015,Current,home_improvement,2698.6,0
12014579,25.8,2 years,Source Verified,01/04/2014,Current,home_improvement,21919.38,0
11920997,20.5,8 years,Verified,01/12/2013,Current,debt_consolidation,15421.2,0
70255822,10.99,2 years,Not Verified,01/11/2015,Current,debt_consolidation,642.47,0
15168914,9.67,,Verified,01/03/2014,Current,credit_card,3034.71,0
60849122,12.29,10+ years,Not Verified,01/08/2015,Current,home_improvement,2491.26,0
38659830,9.49,3 years,Not Verified,01/11/2014,Late (31-120 days),debt_consolidation,2441.29,0
11982319,11.99,4 years,Not Verified,01/01/2014,Current,credit_card,4782.21,0
368309,10.51,1 year,Not Verified,01/11/2008,Fully Paid,credit_card,4540.1,0
10399159,8.9,1 year,Verified,01/11/2013,Fully Paid,credit_card,39425.48,0
1269238,17.27,5 years,Source Verified,01/11/2011,Fully Paid,debt_consolidation,3089.672749,0
64815096,12.69,7 years,Source Verified,01/10/2015,Current,home_improvement,992.25,0
27679050,25.89,< 1 year,Verified,01/08/2014,Late (31-120 days),home_improvement,4347.04,0
63465382,9.99,5 years,Not Verified,01/09/2015,Current,debt_consolidation,1308.44,0
2424594,20.49,5 years,Source Verified,01/11/2012,Fully Paid,debt_consolidation,24558.90894,0
43328298,9.99,4 years,Source Verified,01/02/2015,Current,debt_consolidation,4180.98,0
41165048,6.99,10+ years,Source Verified,01/01/2015,Current,major_purchase,7393.99,0
68328153,8.18,< 1 year,Not Verified,01/11/2015,Current,debt_consolidation,524.04,0
71220221,7.26,10+ years,Source Verified,01/12/2015,Current,debt_consolidation,620.28,0
23182127,12.49,8 years,Source Verified,01/07/2014,Charged Off,credit_card,3859.79,0
10858015,10.99,1 year,Not Verified,01/11/2013,Current,credit_card,9814.4,0
65548444,14.65,10+ years,Source Verified,01/10/2015,Current,debt_consolidation,840.07,0
46122644,10.99,4 years,Not Verified,01/03/2015,Current,debt_consolidation,3901.81,0
55348218,5.32,10+ years,Source Verified,01/06/2015,Current,debt_consolidation,1984.37,0
8937551,19.52,2 years,Source Verified,01/09/2013,Fully Paid,debt_consolidation,10467.46,0
31175801,14.49,,Verified,01/10/2014,Current,debt_consolidation,7057.05,0
11007265,11.99,< 1 year,Source Verified,01/12/2013,Fully Paid,debt_consolidation,20978.59388,0
45381259,16.55,2 years,Source Verified,01/04/2015,Fully Paid,debt_consolidation,15704.11,0
54476620,13.99,7 years,Source Verified,01/07/2015,Current,debt_consolidation,4164.08,0
51452148,8.18,5 years,Verified,01/06/2015,Current,home_improvement,2183.89,0
62987278,14.65,4 years,Source Verified,01/08/2015,Current,debt_consolidation,1979.91,0
66999323,12.29,10+ years,Source Verified,01/10/2015,Current,debt_consolidation,797.91,0
10657570,7.62,,Verified,01/11/2013,Current,debt_consolidation,8037.8,0
809222,6.54,< 1 year,Not Verified,01/12/2010,Fully Paid,debt_consolidation,8830.01,0
483959,12.84,1 year,Not Verified,01/06/2009,Fully Paid,credit_card,4235.81,0
68761037,9.17,< 1 year,Not Verified,01/11/2015,Current,debt_consolidation,406.63,0
27088092,7.12,1 year,Source Verified,01/08/2014,Fully Paid,debt_consolidation,23415.77,0
71246904,6.24,6 years,Source Verified,01/12/2015,Current,debt_consolidation,603.69,0
70350072,13.18,10+ years,Source Verified,01/11/2015,Current,credit_card,741.18,0
8949125,9.25,5 years,Verified,01/09/2013,Current,debt_consolidation,6761.87,0
27709916,7.12,7 years,Verified,01/08/2014,Current,credit_card,3464.48,0
43917210,14.65,10+ years,Verified,01/02/2015,Current,home_improvement,7572.51,0
43807648,18.84,6 years,Verified,01/02/2015,Current,debt_consolidation,6805.02,0
43239001,12.39,6 years,Source Verified,01/02/2015,Current,debt_consolidation,2461.85,0
38649822,17.86,2 years,Source Verified,01/11/2014,Current,debt_consolidation,2492.54,0
57345413,14.65,10+ years,Source Verified,01/07/2015,Fully Paid,debt_consolidation,20010.17,0
1676563,19.05,2 years,Source Verified,01/07/2012,Fully Paid,credit_card,16090.98,0
63682879,13.99,4 years,Verified,01/09/2015,Current,debt_consolidation,1097.99,0
39743079,14.31,4 years,Not Verified,01/12/2014,Current,debt_consolidation,1871,0
45901233,19.52,9 years,Source Verified,01/03/2015,Current,debt_consolidation,5576.45,0
72229564,17.86,10+ years,Not Verified,01/12/2015,Current,home_improvement,276.5,0
46963522,9.99,10+ years,Source Verified,01/04/2015,Current,debt_consolidation,4575.06,0
45281574,6.39,3 years,Source Verified,01/03/2015,Current,debt_consolidation,4584.58,0
27710344,9.17,10+ years,Not Verified,01/08/2014,Current,debt_consolidation,5100.64,0
8539138,21.15,3 years,Source Verified,01/09/2013,Current,small_business,15851.92,0
14468871,15.31,2 years,Verified,01/03/2014,Current,debt_consolidation,14551.79,0
37156168,24.5,7 years,Source Verified,01/11/2014,Fully Paid,debt_consolidation,16073.02,0
16601592,14.99,7 years,Source Verified,01/06/2014,Current,credit_card,10808.29,0
4147914,15.8,< 1 year,Verified,01/02/2013,Fully Paid,credit_card,41363.7901,0
57896124,16.99,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,1881.53,0
7118433,13.05,5 years,Verified,01/07/2013,Current,debt_consolidation,6142.26,0
7820361,10.64,,Verified,01/07/2013,Fully Paid,debt_consolidation,39482.4248,0
59663902,11.53,4 years,Not Verified,01/07/2015,Current,debt_consolidation,1643.14,0
35984600,6.03,8 years,Source Verified,01/10/2014,Fully Paid,credit_card,8443.15,0
38790744,12.99,7 years,Source Verified,01/11/2014,Current,debt_consolidation,4408.8,0
61814866,15.61,8 years,Source Verified,01/08/2015,Current,credit_card,1698.63,0
58076497,13.99,10+ years,Not Verified,01/07/2015,Current,debt_consolidation,3133.68,0
39323901,8.19,10+ years,Source Verified,01/12/2014,Current,debt_consolidation,7136.81,0
48402114,6.92,10+ years,Verified,01/04/2015,Current,credit_card,7761.1,0
56046588,12.29,10+ years,Not Verified,01/06/2015,Current,other,405.03,0
3006724,15.31,10+ years,Not Verified,01/01/2013,Fully Paid,credit_card,14268.4687,0
37997842,11.99,10+ years,Source Verified,01/11/2014,Current,debt_consolidation,4642.74,0
30144337,13.35,5 years,Verified,01/09/2014,Current,home_improvement,4471.95,0
68509418,8.18,,Verified,01/11/2015,Current,credit_card,596.58,0
1386439,10.99,2 years,Verified,01/09/2013,Fully Paid,debt_consolidation,8087.883899,0
48632470,9.99,10+ years,Source Verified,01/04/2015,Fully Paid,debt_consolidation,13376.15,0
63039699,27.88,< 1 year,Source Verified,01/09/2015,In Grace Period,credit_card,1539.59,0
8763655,10.99,2 years,Source Verified,01/10/2013,Current,debt_consolidation,19440.85,0
43335169,6.03,7 years,Source Verified,01/02/2015,Current,debt_consolidation,8027.02,0
31507062,19.52,2 years,Not Verified,01/10/2014,Current,debt_consolidation,3934.2,0
27648965,24.5,2 years,Verified,01/08/2014,Charged Off,debt_consolidation,4155.44,0
71356331,21.99,10+ years,Verified,01/12/2015,Current,debt_consolidation,657.51,0
58769705,13.33,4 years,Not Verified,01/07/2015,Current,debt_consolidation,2470.41,0
8726023,16.78,10+ years,Source Verified,01/09/2013,Current,debt_consolidation,17313.36,0
65972299,9.99,< 1 year,Source Verified,01/10/2015,Current,debt_consolidation,1732.2,0
352116,12.29,10+ years,Not Verified,01/06/2008,Charged Off,home_improvement,1400.6,0
13659726,7.62,2 years,Not Verified,01/02/2014,Current,debt_consolidation,10750.89,0
49982370,12.29,8 years,Source Verified,01/05/2015,Current,debt_consolidation,5332.95,0
8085560,12.35,< 1 year,Verified,01/08/2013,Fully Paid,debt_consolidation,17334.53,0
43081965,14.99,7 years,Source Verified,01/01/2015,Current,debt_consolidation,4694.44,0
2118184,21.49,10+ years,Verified,01/11/2012,Current,debt_consolidation,27469.87,0
8755752,15.22,< 1 year,Source Verified,01/09/2013,Late (31-120 days),debt_consolidation,9331.6,0
18454488,14.49,< 1 year,Source Verified,01/06/2014,Current,debt_consolidation,3269.71,0
32487910,13.35,3 years,Verified,01/10/2014,Current,credit_card,10297.45,0
48034160,10.99,1 year,Source Verified,01/04/2015,Current,credit_card,4860.43,0
41398652,12.39,2 years,Not Verified,01/01/2015,Current,credit_card,2995.8,0
10757391,11.99,7 years,Verified,01/11/2013,Default,credit_card,12553.38,0
36014534,14.99,10+ years,Not Verified,01/11/2014,Current,debt_consolidation,4982.43,0
24576620,20.99,2 years,Verified,01/08/2014,Current,credit_card,7357.09,0
3987292,8.9,< 1 year,Verified,01/02/2013,Fully Paid,credit_card,21220.9467,0
52931940,13.33,7 years,Verified,01/05/2015,Current,credit_card,1645.9,0
54625397,19.19,10+ years,Source Verified,01/06/2015,Current,debt_consolidation,3499.42,0
2418250,6.03,7 years,Not Verified,01/11/2012,Fully Paid,debt_consolidation,12896.14344,0
26268214,7.69,2 years,Not Verified,01/08/2014,Fully Paid,debt_consolidation,10563.19,0
733629,7.88,< 1 year,Verified,01/08/2010,Fully Paid,debt_consolidation,10133.95,0
1332773,20.3,< 1 year,Verified,01/01/2012,Fully Paid,debt_consolidation,36600.07005,0
69342992,5.32,6 years,Source Verified,01/12/2015,Current,credit_card,506.94,0
17521804,13.98,4 years,Not Verified,01/05/2014,Fully Paid,debt_consolidation,12414.51,0
11700340,15.61,5 years,Verified,01/12/2013,Current,credit_card,11573.06,0
70398435,7.89,2 years,Source Verified,01/11/2015,Current,credit_card,547.38,0
37276838,19.24,10+ years,Source Verified,01/11/2014,Current,debt_consolidation,8201.19,0
3868231,7.9,< 1 year,Verified,01/02/2013,Current,debt_consolidation,10948.85,0
41362389,16.49,< 1 year,Verified,01/01/2015,Current,debt_consolidation,8793.59,0
8647802,9.71,5 years,Source Verified,01/09/2013,Current,debt_consolidation,13878,0
41241980,8.19,10+ years,Source Verified,01/01/2015,Current,debt_consolidation,10546.83,0
1546482,14.33,8 years,Not Verified,01/11/2012,Fully Paid,debt_consolidation,10538.3,0
1593234,7.9,10+ years,Verified,01/06/2012,Fully Paid,credit_card,9010.606006,0
29423005,12.49,10+ years,Not Verified,01/09/2014,Current,debt_consolidation,3746.4,0
1975210,18.49,< 1 year,Source Verified,01/11/2012,Fully Paid,credit_card,13103.48672,0
67696846,6.24,10+ years,Source Verified,01/10/2015,Current,debt_consolidation,1800.65,0
43375370,25.89,,Verified,01/01/2015,Late (16-30 days),debt_consolidation,5703.05,0
50106222,10.99,< 1 year,Not Verified,01/04/2015,Fully Paid,debt_consolidation,18743.17,0
4318903,17.27,1 year,Source Verified,01/03/2013,Fully Paid,debt_consolidation,24690.14,0
749334,15.21,2 years,Verified,01/09/2010,Fully Paid,home_improvement,25013.7,0
55926103,14.65,10+ years,Not Verified,01/06/2015,Current,debt_consolidation,1185.99,0
16700823,14.64,3 years,Source Verified,01/04/2014,Current,credit_card,13399.26,0
39232305,17.86,9 years,Source Verified,01/12/2014,Charged Off,debt_consolidation,635.44,0
40594688,14.31,2 years,Verified,01/12/2014,Current,debt_consolidation,14348.44,0
24556258,10.99,1 year,Source Verified,01/07/2014,Current,debt_consolidation,4451.96,0
2742671,19.05,7 years,Verified,01/12/2012,Charged Off,small_business,25827.91,2886.31
42405448,15.99,3 years,Verified,01/01/2015,Current,debt_consolidation,11537.33,0
51543515,25.89,3 years,Verified,01/05/2015,Current,debt_consolidation,7571.19,0
10328936,15.61,10+ years,Verified,01/11/2013,Fully Paid,debt_consolidation,23491.82163,0
49484959,7.89,10+ years,Not Verified,01/04/2015,Current,debt_consolidation,2998.18,0
7287320,17.56,4 years,Not Verified,01/07/2013,Current,other,9159.75,0
1079369,9.99,4 years,Verified,01/09/2011,Fully Paid,credit_card,30577.78,0
27079107,16.29,3 years,Source Verified,01/08/2014,Current,debt_consolidation,11648.91,0
1644941,8.9,1 year,Not Verified,01/07/2012,Fully Paid,debt_consolidation,7749.907861,0
45088287,6.92,6 years,Not Verified,01/03/2015,Current,credit_card,2992.38,0
33849945,17.57,2 years,Not Verified,01/10/2014,Fully Paid,other,2008.87,0
9857843,9.99,5 years,Not Verified,01/10/2013,Fully Paid,credit_card,16079.11629,0
42406299,12.99,9 years,Source Verified,01/01/2015,Current,debt_consolidation,3846.56,0
57335885,13.33,10+ years,Source Verified,01/07/2015,Current,debt_consolidation,2985.19,0
35974043,7.12,3 years,Not Verified,01/11/2014,Current,debt_consolidation,3461.28,0
66303402,12.29,5 years,Source Verified,01/10/2015,Current,debt_consolidation,1974.25,0
59136617,13.33,10+ years,Not Verified,01/07/2015,Current,debt_consolidation,2594.54,0
53805791,15.61,6 years,Verified,01/06/2015,Current,major_purchase,5011.35,0
21037879,11.67,< 1 year,Source Verified,01/06/2014,Current,debt_consolidation,8165.06,0
65429287,9.17,10+ years,Not Verified,01/10/2015,Current,credit_card,1116.25,0
68037197,6.24,7 years,Not Verified,01/11/2015,Current,credit_card,1214.31,0
1357464,18.25,10+ years,Verified,01/02/2012,Fully Paid,debt_consolidation,31324.38457,0
3980590,11.14,10+ years,Source Verified,01/02/2013,Current,debt_consolidation,13777.97,0
45272016,12.29,8 years,Verified,01/03/2015,Default,debt_consolidation,2718.56,0
8128876,10.64,1 year,Not Verified,01/08/2013,Fully Paid,debt_consolidation,13320.7453,0
64486765,9.99,10+ years,Not Verified,01/10/2015,Current,home_improvement,645.44,0
713467,13.98,6 years,Not Verified,01/07/2010,Fully Paid,moving,3664.64,0
15200738,16.59,10+ years,Not Verified,01/04/2014,Current,credit_card,10423.35,0
49861272,14.65,9 years,Source Verified,01/04/2015,Current,medical,2854.63,0
28672086,8.39,10+ years,Source Verified,01/10/2014,Fully Paid,debt_consolidation,24363.34,0
10417079,11.99,4 years,Source Verified,01/11/2013,Current,credit_card,16604.73,0
71316607,6.24,4 years,Not Verified,01/12/2015,Current,credit_card,478.77,0
58648929,12.29,4 years,Source Verified,01/07/2015,Current,debt_consolidation,827.02,0
56631514,9.99,8 years,Source Verified,01/07/2015,Current,credit_card,5988.34,0
43257982,8.19,10+ years,Source Verified,01/02/2015,Current,debt_consolidation,2761.76,0
7276953,15.22,,Verified,01/09/2013,Current,debt_consolidation,11191.6,0
68338777,8.18,5 years,Source Verified,01/11/2015,Current,car,371.59,0
18144065,10.99,4 years,Source Verified,01/05/2014,Current,credit_card,6285,0
988002,15.23,3 years,Not Verified,01/06/2011,Fully Paid,debt_consolidation,8964.45,0
41319623,15.99,6 years,Not Verified,01/01/2015,Fully Paid,debt_consolidation,3511.26,0
43236999,11.99,4 years,Verified,01/02/2015,Current,debt_consolidation,5105.01,0
49853006,10.99,10+ years,Source Verified,01/04/2015,Current,debt_consolidation,2935.56,0
23333755,17.57,< 1 year,Verified,01/07/2014,Current,moving,1940.76,0
27759631,18.99,10+ years,Not Verified,01/08/2014,Current,debt_consolidation,1759.36,0
30645136,11.67,3 years,Source Verified,01/10/2014,Current,credit_card,3718.95,0
60978088,12.29,10+ years,Verified,01/08/2015,Current,credit_card,1366.97,0
899853,10.74,4 years,Verified,01/03/2011,Fully Paid,debt_consolidation,25823.07714,0
70315580,5.32,5 years,Source Verified,01/11/2015,Current,credit_card,357.83,0
64060536,10.99,< 1 year,Verified,01/09/2015,Current,debt_consolidation,651.63,0
53957411,17.57,9 years,Verified,01/06/2015,Current,debt_consolidation,6130.11,0
26817877,17.57,4 years,Verified,01/08/2014,Current,debt_consolidation,12831.77,0
