member_id,loan_amnt,funded_amnt,term,interest_rate,grade,sub_grade,emp_length,home_ownership,annual_income,verification_status,issue_date,loan_status,purpose,addr_state,total_pymnt,last_pymnt_amnt,application_type,recoveries
8448032,4800,4800, 36 months,19.2,D,D3,10+ years,MORTGAGE,35000,Verified,1/10/2013,Charged Off,other,CO,2293.36,176.44,INDIVIDUAL,0
13918030,10000,10000, 36 months,9.67,B,B1,6 years,MORTGAGE,80000,Source Verified,1/02/2014,Fully Paid,,CA,10589.50771,8341.6,INDIVIDUAL,0
5008339,4000,4000, 36 months,14.33,C,C1,1 year,RENT,60000,Not Verified,1/03/2013,Fully Paid,,IL,4951.39,0.14,INDIVIDUAL,0
72016822,5000,5000, 36 months,18.99,E,E3,1 year,RENT,29000,Verified,1/12/2015,Current,debt_consolidation,PA,172.71,183.26,INDIVIDUAL,0
13328144,7000,7000, 36 months,13.53,B,B5,10+ years,RENT,67000,Verified,1/02/2014,Current,debt_consolidation,NY,5465.95,237.65,INDIVIDUAL,0
58861335,11925,11925, 36 months,13.33,C,C3,10+ years,OWN,29850,Source Verified,1/07/2015,Current,debt_consolidation,FL,2404.54,403.7,INDIVIDUAL,0
64371899,10125,10125, 60 months,18.25,E,E1,10+ years,RENT,68069,Source Verified,1/09/2015,Current,debt_consolidation,MA,1023.69,258.49,INDIVIDUAL,0
1416846,25000,25000, 60 months,20.5,E,E2,10+ years,RENT,59000,Verified,1/03/2012,Charged Off,credit_card,NY,16798.66,84,INDIVIDUAL,2744.74
7009245,2000,2000, 36 months,23.63,F,F3,6 years,RENT,18000,Source Verified,1/06/2013,Current,vacation,CA,2419.68,78.08,INDIVIDUAL,0
34120383,5000,5000, 36 months,6.49,A,A2,7 years,OWN,40000,Not Verified,1/10/2014,Current,major_purchase,FL,2294.84,153.23,INDIVIDUAL,0
59932291,35000,35000, 36 months,13.33,C,C3,10+ years,MORTGAGE,144000,Verified,1/08/2015,Current,debt_consolidation,FL,5898.38,1184.86,INDIVIDUAL,0
9311705,19500,19500, 36 months,17.76,D,D1,8 years,OWN,55000,Source Verified,1/10/2013,Fully Paid,debt_consolidation,SC,23993.84,11346.51,INDIVIDUAL,0
48012984,4800,4800, 36 months,16.55,D,D2,7 years,RENT,16000,Source Verified,1/04/2015,Current,debt_consolidation,OH,1526.22,170.07,INDIVIDUAL,0
22971901,35000,35000, 60 months,18.99,E,E1,10+ years,RENT,80500,Verified,1/07/2014,Fully Paid,credit_card,SC,37181.5456,34458.36,INDIVIDUAL,0
68710790,14400,14400, 60 months,13.18,C,C3,< 1 year,RENT,72000,Source Verified,1/11/2015,Current,credit_card,FL,636.87,328.98,INDIVIDUAL,0
20647686,6000,6000, 36 months,22.15,E,E5,2 years,MORTGAGE,45000,Source Verified,1/06/2014,Fully Paid,other,FL,6110.75,6110.75,INDIVIDUAL,0
40059952,35000,35000, 60 months,11.99,B,B5,4 years,RENT,105000,Not Verified,1/12/2014,Current,debt_consolidation,NY,10072.31,778.38,INDIVIDUAL,0
55337610,8000,8000, 36 months,7.89,A,A5,10+ years,RENT,39000,Source Verified,1/06/2015,Current,debt_consolidation,WA,1748.52,250.29,INDIVIDUAL,0
57965600,20000,20000, 36 months,12.69,C,C2,7 years,MORTGAGE,100000,Source Verified,1/07/2015,Fully Paid,debt_consolidation,WA,20788.76,19376.46,INDIVIDUAL,0
68528950,11000,"11,000", 36 months,10.99,B,B4,10+ years,MORTGAGE,45471,Source Verified,1/11/2015,Current,debt_consolidation,TX,350.01,360.08,INDIVIDUAL,0
54016250,12000,12000, 36 months,15.61,D,D1,3 years,RENT,52500,Source Verified,1/06/2015,Current,credit_card,CA,2926.65,419.58,INDIVIDUAL,0
66275652,5000,5000, 36 months,8.18,B,B1,5 years,RENT,48000,Not Verified,1/10/2015,Current,debt_consolidation,OH,319.88,157.1,INDIVIDUAL,0
63198315,15000,15000, 60 months,19.19,E,E3,7 years,MORTGAGE,75000,Source Verified,1/09/2015,Current,debt_consolidation,NJ,1546.73,390.68,INDIVIDUAL,0
35112856,9600,9600, 36 months,8.39,A,A5,10+ years,RENT,41000,Source Verified,1/10/2014,Current,debt_consolidation,NY,4231.37,302.56,INDIVIDUAL,0
59703718,15000,15000, 60 months,14.65,C,C5,,RENT,69100,Not Verified,1/08/2015,Current,other,CA,1758.29,354.1,INDIVIDUAL,0
35072809,10000,10000, 60 months,14.99,C,C5,3 years,MORTGAGE,88000,Source Verified,1/10/2014,Fully Paid,home_improvement,CO,11563.44,8717.57,INDIVIDUAL,0
52951966,9000,9000, 36 months,7.26,A,A4,4 years,MORTGAGE,55000,Source Verified,1/05/2015,Current,credit_card,OH,2223.37,278.97,INDIVIDUAL,0
71104874,15000,15000, 60 months,24.99,F,F4,3 years,MORTGAGE,50000,Verified,1/12/2015,Current,debt_consolidation,FL,419.37,440.19,INDIVIDUAL,0
1582522,14825,14825, 36 months,13.11,B,B4,10+ years,MORTGAGE,82000,Not Verified,1/06/2012,Fully Paid,debt_consolidation,PA,18008.41202,507.31,INDIVIDUAL,0
3983931,15000,15000, 36 months,12.12,B,B3,2 years,RENT,43475,Not Verified,1/02/2013,Current,debt_consolidation,CA,17465.04,499.08,INDIVIDUAL,0
43285378,7200,7200, 36 months,11.99,B,B5,4 years,OWN,46000,Not Verified,1/01/2015,Fully Paid,credit_card,KY,7848.95,5706.55,INDIVIDUAL,0
46132036,18550,18550, 60 months,17.86,D,D5,10+ years,MORTGAGE,60000,Source Verified,1/03/2015,Current,home_improvement,CA,4208.35,469.64,INDIVIDUAL,0
70429365,10000,10000, 60 months,17.86,D,D5,3 years,MORTGAGE,38000,Source Verified,1/11/2015,Current,credit_card,OK,431.94,253.18,INDIVIDUAL,0
27178482,18000,18000, 60 months,15.61,D,D1,8 years,RENT,40000,Source Verified,1/08/2014,Current,debt_consolidation,KY,7378.17,434.01,INDIVIDUAL,0
42524852,5000,5000, 36 months,13.66,C,C3,10+ years,MORTGAGE,35493,Verified,1/01/2015,,debt_consolidation,AL,5578.71,3885.6,INDIVIDUAL,0
24324220,16750,16750, 36 months,15.61,D,D1,10+ years,RENT,70000,Not Verified,1/07/2014,Current,debt_consolidation,NY,10542.06,585.67,INDIVIDUAL,0
1059862,15000,15000, 36 months,13.99,C,C3,2 years,MORTGAGE,48000,Source Verified,1/08/2011,Charged Off,,CA,4093.84,512.6,INDIVIDUAL,0
55388673,4000,4000, 36 months,9.17,B,B2,< 1 year,RENT,23400,Verified,1/06/2015,Current,credit_card,WI,888.56,127.52,INDIVIDUAL,0
16190341,18100,18100, 36 months,12.99,B,B5,10+ years,MORTGAGE,140000,Not Verified,1/04/2014,Current,debt_consolidation,KS,12805.38,609.78,INDIVIDUAL,0
71240637,20950,20950, 60 months,19.99,E,E4,6 years,MORTGAGE,50000,Source Verified,1/12/2015,Current,debt_consolidation,LA,531.67,554.94,INDIVIDUAL,0
24104086,12500,12500, 60 months,14.99,C,C5,10+ years,MORTGAGE,55000,Source Verified,1/07/2014,Fully Paid,debt_consolidation,IL,13506.8,12020.25,INDIVIDUAL,0
64983014,25000,25000, 36 months,6.89,A,A3,8 years,MORTGAGE,300000,Source Verified,1/09/2015,Current,debt_consolidation,MI,2350.31,770.68,INDIVIDUAL,0
49851371,16000,16000, 60 months,10.99,B,B4,3 years,RENT,51000,Verified,1/04/2015,Current,debt_consolidation,TN,2772.63,347.8,INDIVIDUAL,0
47142239,4200,4200, 36 months,15.61,D,D1,3 years,MORTGAGE,32000,Not Verified,1/03/2015,Current,credit_card,AL,1318.1,146.86,INDIVIDUAL,0
65588059,12000,"$12,000", 60 months,17.57,D,D4,1 year,MORTGAGE,115000,Source Verified,1/10/2015,Current,credit_card,SC,894.08,301.93,INDIVIDUAL,0
24644998,6000,"$6,000", 36 months,18.24,D,D5,7 years,OWN,32000,Source Verified,1/07/2014,Current,other,NC,3699.88,217.64,INDIVIDUAL,0
53987368,12000,12000, 60 months,11.53,B,B5,2 years,MORTGAGE,75000,Source Verified,1/07/2015,Late (16-30 days),home_improvement,VT,1305.13,264.1,INDIVIDUAL,0
42524359,20600,20600, 60 months,15.99,D,D2,9 years,RENT,47000,Source Verified,1/01/2015,Current,debt_consolidation,VA,5515.29,525.09,INDIVIDUAL,0
44245306,11000,11000, 36 months,6.92,A,A4,10+ years,MORTGAGE,56155,Not Verified,1/02/2015,Current,debt_consolidation,IL,3388.27,339.25,INDIVIDUAL,0
26378441,10000,10000, 60 months,12.99,C,C1,9 years,MORTGAGE,200000,Source Verified,1/08/2014,Current,home_improvement,MN,3639.68,227.48,INDIVIDUAL,0
2927740,5675,5675, 36 months,7.9,A,A4,5 years,MORTGAGE,46000,Not Verified,1/12/2012,Fully Paid,debt_consolidation,MO,6392.563946,177.26,INDIVIDUAL,0
535839,13000,13000, 36 months,11.14,B,B1,10+ years,RENT,36000,Source Verified,1/09/2009,Fully Paid,other,GA,14843.31,6742.15,INDIVIDUAL,0
10439175,10000,10000, 36 months,6.62,A,A2,2 years,RENT,45000,Not Verified,1/11/2013,Current,debt_consolidation,CO,7676,307.04,INDIVIDUAL,0
8540299,16000,16000, 36 months,7.62,A,A3,10+ years,RENT,110000,Source Verified,1/09/2013,Current,credit_card,NY,13954.02,498.59,INDIVIDUAL,0
1414351,3200,3200, 36 months,16.29,C,C5,2 years,RENT,50000,Source Verified,1/03/2012,Fully Paid,,OH,3682.67,114.73,INDIVIDUAL,0
58459100,18000,"18,000", 60 months,8.18,B,B1,10+ years,MORTGAGE,50200,Verified,1/07/2015,Current,major_purchase,MT,1824.47,366.53,INDIVIDUAL,0
46282393,35000,35000, 60 months,17.86,D,D5,3 years,RENT,350000,Source Verified,1/04/2015,Current,debt_consolidation,AZ,7940.26,886.11,INDIVIDUAL,0
17483474,8650,8650, 36 months,13.35,C,C2,9 years,RENT,33800,Verified,1/05/2014,Charged Off,debt_consolidation,MN,2050.44,292.92,INDIVIDUAL,0
46972787,33700,33700, 36 months,13.99,C,C4,5 years,MORTGAGE,80000,Verified,1/03/2015,Current,debt_consolidation,WY,10312.29,1151.63,INDIVIDUAL,0
12737329,14000,14000, 36 months,16.99,D,D1,10+ years,MORTGAGE,130000,Source Verified,1/01/2014,Fully Paid,debt_consolidation,IL,16561.15,9574.17,INDIVIDUAL,0
47297463,10000,10000, 36 months,12.29,C,C1,2 years,MORTGAGE,52500,Not Verified,1/04/2015,Current,home_improvement,TX,2988.11,333.53,INDIVIDUAL,0
1876767,2400,2400, 36 months,12.12,B,B3,5 years,MORTGAGE,50000,Source Verified,1/10/2012,Charged Off,home_improvement,OH,519.87,79.86,INDIVIDUAL,121.32
7853150,21000,21000, 36 months,10.64,B,B2,3 years,MORTGAGE,193000,Verified,1/08/2013,Current,,IL,19828.08,683.94,INDIVIDUAL,0
8596884,25000,"25,000", 60 months,16.2,C,C4,4 years,MORTGAGE,65000,Verified,1/11/2013,Current,debt_consolidation,NY,15876,610.62,INDIVIDUAL,0
51523564,19675,19675, 36 months,13.99,C,C4,2 years,MORTGAGE,122000,Verified,1/05/2015,Current,debt_consolidation,IN,4691.16,672.35,INDIVIDUAL,0
60936922,12000,12000, 60 months,14.65,C,C5,2 years,MORTGAGE,60000,Not Verified,1/08/2015,Current,home_improvement,CA,1406.63,283.28,INDIVIDUAL,0
59572599,24000,24000, 60 months,12.69,C,C2,5 years,RENT,75000,Source Verified,1/08/2015,Current,debt_consolidation,CA,2787.54,542.28,INDIVIDUAL,0
68398049,25000,25000, 60 months,12.05,C,C1,4 years,MORTGAGE,185000,Not Verified,1/11/2015,Current,home_improvement,UT,1088.4,556.75,INDIVIDUAL,0
52526852,28000,28000, 36 months,5.32,A,A1,2 years,MORTGAGE,180000,Source Verified,1/05/2015,Current,debt_consolidation,AZ,5881.85,843.22,INDIVIDUAL,0
43985157,12500,12500, 36 months,6.92,A,A4,10+ years,MORTGAGE,57900,Not Verified,1/02/2015,Current,credit_card,OH,4228.6,385.51,INDIVIDUAL,0
49493976,10000,10000, 60 months,12.29,C,C1,9 years,MORTGAGE,67300,Source Verified,1/04/2015,Current,credit_card,NJ,1784.53,223.92,INDIVIDUAL,0
3418066,6400,6400, 36 months,11.14,B,B2,10+ years,MORTGAGE,86000,Source Verified,1/01/2013,Fully Paid,debt_consolidation,FL,7558.235075,209.63,INDIVIDUAL,0
60717757,35000,35000, 60 months,14.65,C,C5,10+ years,RENT,88000,Source Verified,1/08/2015,Current,credit_card,NJ,4074.23,826.24,INDIVIDUAL,0
8133698,24575,24575, 60 months,12.35,B,B4,5 years,MORTGAGE,76000,Verified,1/08/2013,Fully Paid,debt_consolidation,NY,29479.15912,17909.72,INDIVIDUAL,0
67859463,10250,10250, 36 months,10.99,B,B4,10+ years,MORTGAGE,83000,Source Verified,1/11/2015,Current,credit_card,SC,664.8,335.53,INDIVIDUAL,0
5656917,5000,5000, 36 months,15.8,C,C3,5 years,RENT,25000,Not Verified,1/04/2013,Fully Paid,credit_card,IN,5689.155821,3765.06,INDIVIDUAL,0
13688605,35000,35000, 36 months,9.67,B,B1,10+ years,MORTGAGE,180000,Verified,1/02/2014,Current,credit_card,MA,24726.68,1123.94,INDIVIDUAL,0
5187004,30000,30000, 60 months,22.47,E,E5,5 years,MORTGAGE,70000,Verified,1/04/2013,Charged Off,debt_consolidation,TX,17822.85,836.61,INDIVIDUAL,3623.88
57915084,35000,35000, 60 months,13.33,C,C3,10+ years,MORTGAGE,94000,Verified,1/07/2015,,debt_consolidation,VA,4967.11,802.29,INDIVIDUAL,0
36055039,20175,20175, 60 months,19.24,E,E2,8 years,MORTGAGE,46000,Source Verified,1/11/2014,Current,debt_consolidation,MI,7321.15,526.02,INDIVIDUAL,0
65469865,7000,7000, 36 months,13.33,C,C3,10+ years,OWN,65000,Verified,1/10/2015,Current,other,AZ,705.76,236.98,INDIVIDUAL,0
1792492,20000,20000, 36 months,10.16,B,B1,10+ years,RENT,95000,Not Verified,1/09/2012,Fully Paid,debt_consolidation,CA,23279.53322,672.93,INDIVIDUAL,0
16551663,7200,7200, 36 months,12.99,B,B5,2 years,RENT,31000,Source Verified,1/04/2014,Fully Paid,debt_consolidation,CA,8339.5,4215.81,INDIVIDUAL,0
44968210,3200,3200, 36 months,12.29,C,C1,10+ years,MORTGAGE,101000,Source Verified,1/03/2015,Current,other,NC,1065.12,106.73,INDIVIDUAL,0
56852343,35000,35000, 60 months,13.33,C,C3,10+ years,MORTGAGE,140000,Source Verified,1/07/2015,Current,debt_consolidation,NY,4761.9,802.29,INDIVIDUAL,0
5818771,12000,12000, 36 months,14.33,C,C1,5 years,MORTGAGE,400000,Verified,1/05/2013,Current,debt_consolidation,IL,13177.46,412.06,INDIVIDUAL,0
35894480,24000,24000, 36 months,12.39,C,C1,1 year,MORTGAGE,135000,Source Verified,1/11/2014,Current,debt_consolidation,GA,11189.78,801.63,INDIVIDUAL,0
5018025,19500,19500, 36 months,7.9,A,A4,9 years,MORTGAGE,95000,Verified,1/04/2013,Fully Paid,debt_consolidation,CT,21000.58209,13070.1,INDIVIDUAL,0
54332209,10000,10000, 36 months,7.89,A,A5,1 year,MORTGAGE,65000,Not Verified,1/06/2015,Current,debt_consolidation,CO,2192.75,312.86,INDIVIDUAL,0
57924986,10425,10425, 36 months,18.25,E,E1,2 years,MORTGAGE,60000,Source Verified,1/07/2015,Current,debt_consolidation,NY,1937.46,445.8,INDIVIDUAL,0
34831675,6000,6000, 36 months,16.99,D,D3,2 years,RENT,20000,Source Verified,1/11/2014,Current,,IL,2999.39,213.89,INDIVIDUAL,0
70599418,12000,12000, 36 months,7.26,A,A4,10+ years,MORTGAGE,75000,Source Verified,1/12/2015,Issued,debt_consolidation,WI,0,0,INDIVIDUAL,0
65581169,20000,20000, 60 months,9.99,B,B3,10+ years,RENT,78000,Not Verified,1/10/2015,,debt_consolidation,NY,1231.01,392.41,INDIVIDUAL,0
42742807,30000,30000, 60 months,14.31,C,C4,10+ years,MORTGAGE,63000,Verified,1/02/2015,In Grace Period,debt_consolidation,SC,7132.5,830.43,INDIVIDUAL,0
63149317,4100,4100, 36 months,9.17,B,B2,10+ years,RENT,50000,Not Verified,1/08/2015,Current,credit_card,GA,518.66,130.71,INDIVIDUAL,0
13380441,7975,7975, 36 months,9.67,B,B1,2 years,RENT,65000,Not Verified,1/02/2014,Fully Paid,credit_card,AZ,8936.65,4326.85,INDIVIDUAL,0
11983603,15000,15000, 36 months,10.99,B,B2,10+ years,MORTGAGE,50000,Not Verified,1/01/2014,Charged Off,credit_card,MT,6933.99,491.01,INDIVIDUAL,1532.88
14429069,15000,15000, 60 months,17.57,D,D2,5 years,RENT,77000,Not Verified,1/02/2014,Charged Off,credit_card,CA,4271.68,50,INDIVIDUAL,1942.04
64362553,8000,8000, 36 months,13.99,C,C4,10+ years,RENT,56000,Verified,1/09/2015,Current,debt_consolidation,NV,813.95,273.39,INDIVIDUAL,0
1817359,24000,24000, 36 months,10.64,B,B2,3 years,MORTGAGE,71000,Verified,1/07/2013,Charged Off,credit_card,CA,14689.93,781.65,INDIVIDUAL,3751.31
8527646,22800,22800, 60 months,9.71,B,B1,6 years,MORTGAGE,63000,Source Verified,1/09/2013,Fully Paid,,UT,24691.02689,19887.33,INDIVIDUAL,0
11944322,12000,12000, 60 months,14.47,C,C2,9 years,MORTGAGE,52000.7,Verified,1/01/2014,Current,debt_consolidation,MD,6771.81,282.16,INDIVIDUAL,0
1463316,17000,17000, 36 months,13.67,B,B5,8 years,RENT,141300,Source Verified,1/04/2012,Fully Paid,debt_consolidation,CA,20818.03079,580.39,INDIVIDUAL,0
65577623,15000,15000, 36 months,9.17,B,B2,4 years,OWN,54000,Not Verified,1/10/2015,Current,debt_consolidation,CA,1459.64,510.9,INDIVIDUAL,0
44173988,10000,10000, 36 months,9.99,B,B3,10+ years,MORTGAGE,78000,Not Verified,1/02/2015,Current,credit_card,HI,3220.75,322.63,INDIVIDUAL,0
23513805,15000,15000, 60 months,14.49,C,C4,7 years,MORTGAGE,65000,Source Verified,1/07/2014,Current,debt_consolidation,PA,6351.3,352.85,INDIVIDUAL,0
27790414,12000,12000, 60 months,18.99,E,E1,10+ years,RENT,65000,Verified,1/08/2014,Current,small_business,NY,4979.68,311.23,INDIVIDUAL,0
70641185,20000,20000, 60 months,13.67,C,C4,< 1 year,MORTGAGE,75000,Not Verified,1/12/2015,Current,debt_consolidation,OH,431.58,461.96,INDIVIDUAL,0
18344460,35000,35000, 36 months,8.39,A,A5,10+ years,OWN,150000,Verified,1/07/2014,Fully Paid,credit_card,IL,37581.98,25447.99,INDIVIDUAL,0
17342952,17000,17000, 36 months,6.03,A,A1,10+ years,MORTGAGE,123000,Not Verified,1/05/2014,Current,credit_card,IL,9830.79,517.41,INDIVIDUAL,0
8083464,11000,11000, 36 months,10.64,B,B2,6 years,MORTGAGE,57429,Source Verified,1/08/2013,Current,debt_consolidation,GA,10389.54,358.26,INDIVIDUAL,0
754821,18000,18000, 36 months,10.38,B,B1,< 1 year,RENT,55000,Not Verified,1/09/2010,Fully Paid,,CA,20752.31,2273.84,INDIVIDUAL,0
70994914,19200,19200, 60 months,9.76,B,B3,10+ years,MORTGAGE,103800,Not Verified,1/12/2015,Current,car,CO,395.27,405.68,INDIVIDUAL,0
21789478,10000,10000, 60 months,20.2,E,E3,10+ years,MORTGAGE,33000,Source Verified,1/07/2014,Current,debt_consolidation,MI,4789.08,266.06,INDIVIDUAL,0
72230334,2850,2850, 36 months,15.41,D,D1,8 years,OWN,26000,Not Verified,1/12/2015,Current,debt_consolidation,OH,0,0,INDIVIDUAL,0
49242857,12000,"$12,000", 60 months,18.25,E,E1,4 years,RENT,50000,Verified,1/04/2015,Fully Paid,debt_consolidation,FL,12256.25,1361.5,INDIVIDUAL,0
13700714,10000,10000, 60 months,13.53,B,B5,8 years,OWN,42000,Verified,1/02/2014,Current,debt_consolidation,KY,5295.98,230.26,INDIVIDUAL,0
31117544,13050,13050, 60 months,23.43,F,F1,8 years,OWN,52000,Verified,1/10/2014,Fully Paid,,FL,16044.78,11962.46,INDIVIDUAL,0
15080807,12000,12000, 60 months,15.31,C,C4,< 1 year,RENT,34000,Source Verified,1/04/2014,Fully Paid,debt_consolidation,NY,12892.44913,11455.25,INDIVIDUAL,0
43807648,25800,25800, 60 months,18.84,E,E2,6 years,MORTGAGE,70000,Verified,1/02/2015,Current,debt_consolidation,CT,6805.02,667,INDIVIDUAL,0
1798658,12625,12625, 60 months,18.75,D,D3,10+ years,RENT,61800,Verified,1/09/2012,Fully Paid,debt_consolidation,NC,14502.74,11572.81,INDIVIDUAL,0
56561004,7000,7000, 36 months,7.26,A,A4,10+ years,MORTGAGE,110000,Not Verified,1/06/2015,Current,debt_consolidation,MD,1516.04,216.98,INDIVIDUAL,0
46953022,15000,15000, 36 months,10.99,B,B4,8 years,RENT,100000,Not Verified,1/03/2015,Current,,CO,4409.93,491.01,INDIVIDUAL,0
16602955,7000,7000, 36 months,14.64,C,C3,2 years,OWN,29828,Source Verified,1/04/2014,Current,debt_consolidation,LA,4828.6,241.43,INDIVIDUAL,0
15180307,5000,5000, 36 months,15.31,C,C4,6 years,RENT,49000,Source Verified,1/03/2014,Current,credit_card,CA,3655.89,174.09,INDIVIDUAL,0
68349362,25200,25200, 60 months,7.26,A,A4,2 years,MORTGAGE,280000,Verified,1/11/2015,Current,credit_card,CO,994.02,502.09,INDIVIDUAL,0
56975314,35000,35000, 60 months,18.55,E,E2,10+ years,RENT,82000,Verified,1/07/2015,Current,credit_card,NY,5359.61,899.28,INDIVIDUAL,0
10838378,19900,19900, 36 months,11.99,B,B3,4 years,MORTGAGE,150000,Verified,1/12/2013,Current,credit_card,TX,16521.49,660.87,INDIVIDUAL,0
10401782,18500,18500, 60 months,18.55,D,D2,5 years,MORTGAGE,56500,Verified,1/11/2013,Current,home_improvement,MA,11881.55,475.34,INDIVIDUAL,0
65598556,12000,12000, 36 months,12.69,C,C2,1 year,MORTGAGE,60000,Source Verified,1/10/2015,Current,other,FL,1199.16,402.54,INDIVIDUAL,0
40534716,14400,14400, 36 months,6.49,A,A2,8 years,RENT,80000,Source Verified,1/01/2015,Current,debt_consolidation,CA,5285.1,441.29,INDIVIDUAL,0
423147,12000,12000, 36 months,7.68,A,A2,5 years,MORTGAGE,69996,Verified,1/04/2009,Charged Off,car,OH,3150.56,151.15,INDIVIDUAL,0
41238875,6000,6000, 36 months,6.49,A,A2,1 year,MORTGAGE,65000,Source Verified,1/01/2015,Current,debt_consolidation,MA,2204.28,183.87,INDIVIDUAL,0
49424055,25600,25600, 36 months,6.92,A,A4,10+ years,MORTGAGE,250000,Not Verified,1/04/2015,Current,credit_card,CA,6318.32,789.52,INDIVIDUAL,0
41198548,6000,6000, 36 months,14.99,C,C5,< 1 year,RENT,50000,Source Verified,1/01/2015,Fully Paid,medical,WV,6584.35,12.76,INDIVIDUAL,0
58748961,6000,6000, 36 months,7.26,A,A4,10+ years,MORTGAGE,52000,Not Verified,1/07/2015,Current,debt_consolidation,AR,1113.46,185.98,INDIVIDUAL,0
7218507,10625,10625, 36 months,14.09,B,B5,10+ years,RENT,32000,Not Verified,1/06/2013,Fully Paid,,MT,12010.93816,7617.52,INDIVIDUAL,0
30915587,7125,7125, 36 months,14.99,C,C5,10+ years,RENT,24000,Source Verified,1/10/2014,Current,debt_consolidation,NY,3704.4,246.96,INDIVIDUAL,0
58084275,17600,17600, 60 months,15.61,D,D1,1 year,OWN,40000,Not Verified,1/07/2015,Current,debt_consolidation,NY,2530.9,424.36,INDIVIDUAL,0
53857043,24000,24000, 36 months,8.18,B,B1,4 years,MORTGAGE,106500,Source Verified,1/05/2015,,credit_card,TX,5256.68,754.07,INDIVIDUAL,0
14520690,6000,6000, 36 months,13.65,C,C1,10+ years,OWN,40000,Not Verified,1/03/2014,Current,debt_consolidation,KS,4489.1,204.05,INDIVIDUAL,0
59702299,16000,16000, 36 months,9.17,B,B2,1 year,MORTGAGE,38500,Source Verified,1/07/2015,Current,credit_card,CA,2534.05,510.07,INDIVIDUAL,0
14688875,11000,11000, 36 months,11.99,B,B3,10+ years,RENT,100000,Not Verified,1/03/2014,Current,other,NY,8036.82,365.31,INDIVIDUAL,0
31096415,12000,12000, 60 months,15.61,D,D1,10+ years,RENT,35000,Source Verified,1/10/2014,Current,credit_card,MS,4340.1,289.34,INDIVIDUAL,0
18303495,10350,10350, 60 months,22.15,E,E5,3 years,OWN,60000,Not Verified,1/05/2014,Current,debt_consolidation,NJ,5734.8,286.74,INDIVIDUAL,0
55310677,16000,16000, 36 months,5.32,A,A1,10+ years,MORTGAGE,65000,Not Verified,1/07/2015,Current,debt_consolidation,CT,2886.31,481.84,INDIVIDUAL,0
10946808,26000,26000, 36 months,11.99,B,B3,10+ years,MORTGAGE,70000,Verified,1/12/2013,Current,credit_card,MA,21585.93,863.45,INDIVIDUAL,0
51136198,8000,"$8,000", 36 months,10.99,B,B4,3 years,OWN,24000,Verified,1/05/2015,Current,debt_consolidation,KS,2090.16,261.88,INDIVIDUAL,0
27098500,20450,20450, 60 months,26.06,G,G5,10+ years,MORTGAGE,95000,Verified,1/08/2014,Charged Off,credit_card,KY,1839.03,613.01,INDIVIDUAL,0
55536241,13000,13000, 60 months,12.69,C,C2,10+ years,MORTGAGE,102000,Verified,1/07/2015,Current,debt_consolidation,MI,1753.28,293.74,INDIVIDUAL,0
71171393,20450,20450, 36 months,10.64,B,B4,5 years,MORTGAGE,240000,Source Verified,1/12/2015,Current,major_purchase,OH,0,0,INDIVIDUAL,0
49910831,8000,8000, 36 months,10.99,B,B4,9 years,RENT,37000,Source Verified,1/04/2015,Current,debt_consolidation,NV,2090.16,261.88,INDIVIDUAL,0
31167209,16000,16000, 36 months,9.17,B,B1,10+ years,MORTGAGE,77000,Not Verified,1/10/2014,Current,,FL,7651.05,510.07,INDIVIDUAL,0
72148935,10000,10000, 36 months,7.91,A,A5,10+ years,MORTGAGE,85000,Not Verified,1/12/2015,Issued,home_improvement,FL,0,0,INDIVIDUAL,0
42413857,12000,12000, 36 months,11.44,B,B4,3 years,MORTGAGE,46000,Not Verified,1/01/2015,Current,debt_consolidation,WA,4725.37,395.37,INDIVIDUAL,0
43907744,17000,17000, 36 months,6.39,A,A2,9 years,MORTGAGE,70300,Source Verified,1/02/2015,Current,credit_card,MO,5189.83,520.19,INDIVIDUAL,0
52731913,20000,20000, 60 months,11.53,B,B5,10+ years,MORTGAGE,121947,Source Verified,1/05/2015,Current,debt_consolidation,KY,3068.31,440.16,INDIVIDUAL,0
59660482,26000,26000, 36 months,8.18,B,B1,< 1 year,MORTGAGE,90000,Source Verified,1/08/2015,Current,debt_consolidation,MI,4072.73,816.91,INDIVIDUAL,0
13677397,15000,15000, 36 months,10.99,B,B2,3 years,MORTGAGE,40000,Not Verified,1/02/2014,Current,credit_card,NJ,11293.23,491.01,INDIVIDUAL,0
70344369,7250,7250, 36 months,12.59,C,C2,10+ years,MORTGAGE,89000,Source Verified,1/11/2015,Current,home_improvement,OH,475.58,242.86,INDIVIDUAL,0
45300993,5000,5000, 36 months,15.61,D,D1,,RENT,41300,Verified,1/03/2015,Current,credit_card,CA,1601.24,176.59,INDIVIDUAL,0
6992549,12000,12000, 60 months,22.47,E,E5,,OWN,75000,Verified,1/06/2013,Current,other,CA,10367.59,334.65,INDIVIDUAL,0
45669969,12000,12000, 36 months,13.99,C,C4,2 years,MORTGAGE,53000,Not Verified,1/03/2015,Current,debt_consolidation,OH,4082.15,410.08,INDIVIDUAL,0
16670737,11000,11000, 60 months,13.65,C,C1,4 years,RENT,85000,Source Verified,1/04/2014,Current,debt_consolidation,TX,5079.2,253.96,INDIVIDUAL,0
